user,row_index_1,time_1,country_1,src_ip_1,row_index_2,time_2,country_2,src_ip_2,delta_seconds,rule_reason
user03,438,2026-02-21 09:04:51.939434,US,10.105.53.99,439,2026-02-21 09:08:38.702246,SG,10.51.199.55,226.762812,country changed within 10m
user03,440,2026-02-21 11:07:24.918932,JP,10.41.151.196,441,2026-02-21 11:13:09.487719,US,10.246.246.101,344.568787,country changed within 10m
user04,654,2026-02-19 11:14:32.570647,AU,10.23.213.155,655,2026-02-19 11:17:23.013724,GB,10.100.47.180,170.443077,country changed within 10m
user04,704,2026-02-21 08:17:56.704596,AU,10.246.41.191,705,2026-02-21 08:26:14.545024,NZ,10.246.246.101,497.840428,country changed within 10m
user05,870,2026-02-21 05:33:30.885587,SG,186.49.238.254,871,2026-02-21 05:35:30.885587,AU,10.138.146.60,120.0,country changed within 10m
user06,1008,2026-02-19 14:02:46.100210,IN,10.200.184.143,1009,2026-02-19 14:12:16.075777,AU,10.2.50.195,569.975567,country changed within 10m
user06,1011,2026-02-19 15:58:59.761880,IN,143.186.187.151,1012,2026-02-19 15:59:44.445160,AU,10.26.21.192,44.68328,country changed within 10m
user06,1110,2026-02-22 18:49:30.166198,SG,143.245.22.189,1111,2026-02-22 18:57:30.166198,AU,10.28.152.120,480.0,country changed within 10m
user06,1133,2026-02-23 13:01:08.676196,IN,101.180.14.68,1134,2026-02-23 13:07:47.465330,AU,10.43.147.1,398.789134,country changed within 10m
user07,1195,2026-02-19 11:18:38.711294,JP,10.87.186.26,1196,2026-02-19 11:19:15.501313,AU,10.102.98.53,36.790019,country changed within 10m
user07,1209,2026-02-20 08:39:09.547648,GB,10.213.243.150,1210,2026-02-20 08:46:55.299504,AU,10.214.202.67,465.751856,country changed within 10m
user07,1220,2026-02-20 17:08:28.728444,IN,10.159.127.92,1221,2026-02-20 17:17:52.232422,AU,10.61.20.86,563.503978,country changed within 10m
user07,1235,2026-02-21 11:33:01.956681,GB,143.125.72.206,1236,2026-02-21 11:35:54.130071,AU,10.71.216.92,172.17339,country changed within 10m
user07,1243,2026-02-21 18:50:33.160618,AU,10.220.223.116,1244,2026-02-21 18:54:19.186235,NZ,10.95.146.244,226.025617,country changed within 10m
user07,1284,2026-02-23 18:07:14.242868,AU,10.212.37.32,1285,2026-02-23 18:08:08.635051,NZ,10.52.197.127,54.392183,country changed within 10m
user08,1337,2026-02-19 08:27:17.658758,DE,101.16.75.158,1338,2026-02-19 08:35:08.375928,GB,10.248.122.174,470.71717,country changed within 10m
user08,1340,2026-02-19 09:15:46.115225,IN,101.113.194.176,1341,2026-02-19 09:23:46.115225,GB,10.201.52.161,480.0,country changed within 10m
user08,1424,2026-02-22 10:07:53.905264,US,10.47.221.215,1425,2026-02-22 10:08:18.132674,GB,10.171.11.158,24.22741,country changed within 10m
user08,1479,2026-02-24 17:19:32.588414,IN,45.5.88.133,1480,2026-02-24 17:28:32.588414,GB,10.197.7.154,540.0,country changed within 10m
user09,1501,2026-02-18 15:25:01.799379,AU,10.65.207.117,1502,2026-02-18 15:33:05.300209,NZ,10.52.197.127,483.50083,country changed within 10m
user09,1584,2026-02-21 17:37:29.517255,SG,173.69.9.4,1585,2026-02-21 17:43:29.517255,AU,10.189.171.67,360.0,country changed within 10m
user09,1618,2026-02-23 09:19:57.014707,AU,10.47.221.215,1619,2026-02-23 09:26:13.699643,GB,10.224.96.29,376.684936,country changed within 10m
user09,1679,2026-02-24 22:57:10.472083,JP,72.193.211.96,1680,2026-02-24 23:06:10.472083,AU,10.95.165.52,540.0,country changed within 10m
user09,1681,2026-02-25 05:19:07.112592,NZ,159.55.213.58,1682,2026-02-25 05:24:39.907884,AU,10.71.216.92,332.795292,country changed within 10m
user09,1693,2026-02-25 12:09:56.802845,JP,34.18.52.233,1694,2026-02-25 12:14:55.658989,AU,10.110.97.194,298.856144,country changed within 10m
user10,1713,2026-02-19 11:12:35.554461,NZ,10.83.247.239,1714,2026-02-19 11:17:07.486066,DE,10.230.74.47,271.931605,country changed within 10m
user10,1717,2026-02-19 12:32:49.741662,GB,159.175.56.117,1718,2026-02-19 12:37:49.741662,NZ,10.253.1.46,300.0,country changed within 10m
user10,1753,2026-02-20 15:19:43.487506,JP,173.178.251.116,1754,2026-02-20 15:21:56.067206,NZ,10.189.171.67,132.5797,country changed within 10m
user10,1793,2026-02-22 08:58:08.652945,NZ,173.26.69.74,1794,2026-02-22 09:00:33.631349,IN,10.27.10.115,144.978404,country changed within 10m
user10,1794,2026-02-22 09:00:33.631349,IN,10.27.10.115,1795,2026-02-22 09:05:54.522550,NZ,10.12.145.19,320.891201,country changed within 10m
user10,1824,2026-02-23 10:51:21.585226,SG,63.73.85.166,1825,2026-02-23 10:54:04.571474,NZ,10.205.112.99,162.986248,country changed within 10m
user11,1928,2026-02-22 16:34:51.484005,AU,10.102.98.53,1929,2026-02-22 16:41:51.411208,DE,10.230.81.144,419.927203,country changed within 10m
user12,2055,2026-02-21 13:19:05.753804,IN,101.64.31.201,2056,2026-02-21 13:27:49.279539,US,10.145.128.253,523.525735,country changed within 10m
user13,2208,2026-02-20 14:18:45.332125,GB,10.233.110.220,2209,2026-02-20 14:20:56.063719,US,10.233.110.220,130.731594,country changed within 10m
user13,2246,2026-02-21 18:49:47.359277,GB,10.190.224.191,2247,2026-02-21 18:57:16.390543,JP,10.236.253.158,449.031266,country changed within 10m
user13,2254,2026-02-22 10:00:27.915782,IN,122.113.81.1,2255,2026-02-22 10:04:27.915782,GB,10.236.68.86,240.0,country changed within 10m
user13,2317,2026-02-24 09:08:18.795953,GB,72.206.4.107,2318,2026-02-24 09:10:15.108546,JP,10.240.112.99,116.312593,country changed within 10m
user13,2318,2026-02-24 09:10:15.108546,JP,10.240.112.99,2319,2026-02-24 09:11:25.574130,GB,10.178.160.224,70.465584,country changed within 10m
user13,2334,2026-02-24 17:28:02.619565,AU,159.96.151.133,2335,2026-02-24 17:32:02.619565,GB,10.43.125.160,240.0,country changed within 10m
user14,2362,2026-02-18 17:49:36.474125,DE,10.131.103.144,2363,2026-02-18 17:49:52.654242,AU,122.133.139.239,16.180117,country changed within 10m
user14,2397,2026-02-19 09:42:40.470254,IN,10.205.139.70,2398,2026-02-19 09:48:12.350011,AU,23.164.6.219,331.879757,country changed within 10m
user14,2456,2026-02-21 19:54:58.639546,AU,10.122.167.65,2457,2026-02-21 20:01:30.394276,JP,10.112.48.218,391.75473,country changed within 10m
user14,2481,2026-02-23 08:58:01.337413,GB,10.252.253.221,2482,2026-02-23 09:04:59.164600,AU,10.91.32.232,417.827187,country changed within 10m
user14,2494,2026-02-23 17:30:05.125772,AU,10.187.143.17,2495,2026-02-23 17:37:25.834214,NZ,23.154.140.47,440.708442,country changed within 10m
user14,2495,2026-02-23 17:37:25.834214,NZ,23.154.140.47,2496,2026-02-23 17:44:25.834214,AU,10.138.146.60,420.0,country changed within 10m
user14,2498,2026-02-23 19:08:18.942033,AU,10.65.207.117,2499,2026-02-23 19:08:21.307744,IN,10.135.198.57,2.365711,country changed within 10m
user14,2502,2026-02-24 02:11:41.695321,AU,85.154.211.145,2503,2026-02-24 02:19:32.830076,IN,10.236.68.86,471.134755,country changed within 10m
user15,2542,2026-02-18 15:28:54.493554,NZ,10.233.110.220,2543,2026-02-18 15:35:39.953705,AU,10.83.247.239,405.460151,country changed within 10m
user15,2679,2026-02-23 17:51:44.839692,AU,10.151.224.47,2680,2026-02-23 17:56:11.048734,SG,10.13.159.18,266.209042,country changed within 10m
user17,2927,2026-02-19 07:45:48.341556,SG,45.48.106.142,2928,2026-02-19 07:47:48.341556,AU,10.206.207.108,120.0,country changed within 10m
user17,3016,2026-02-22 18:10:08.039203,DE,10.252.253.221,3017,2026-02-22 18:11:02.699285,US,52.81.7.191,54.660082,country changed within 10m
user17,3017,2026-02-22 18:11:02.699285,US,52.81.7.191,3018,2026-02-22 18:14:02.699285,AU,10.32.160.20,180.0,country changed within 10m
user17,3041,2026-02-23 18:47:17.890061,DE,10.145.128.253,3042,2026-02-23 18:51:55.701421,AU,10.192.1.86,277.81136,country changed within 10m
user17,3055,2026-02-24 11:31:52.977015,DE,23.59.110.245,3056,2026-02-24 11:32:52.256041,AU,10.65.207.117,59.279026,country changed within 10m
user17,3067,2026-02-24 15:09:10.427407,SG,173.147.116.83,3068,2026-02-24 15:17:10.427407,AU,10.212.37.32,480.0,country changed within 10m
user17,3083,2026-02-25 09:13:26.133625,US,72.17.147.237,3084,2026-02-25 09:16:26.133625,AU,10.95.165.52,180.0,country changed within 10m
user18,3251,2026-02-23 15:31:02.053279,IN,186.126.33.211,3252,2026-02-23 15:32:10.328295,AU,10.4.159.235,68.275016,country changed within 10m
user19,3306,2026-02-19 08:46:26.262140,AU,10.13.159.18,3307,2026-02-19 08:56:18.088118,JP,10.248.122.174,591.825978,country changed within 10m
user19,3307,2026-02-19 08:56:18.088118,JP,10.248.122.174,3308,2026-02-19 08:59:07.246590,AU,10.71.216.92,169.158472,country changed within 10m
user19,3358,2026-02-20 14:09:38.330998,AU,186.39.244.246,3359,2026-02-20 14:11:48.426401,JP,10.235.146.50,130.095403,country changed within 10m
user19,3359,2026-02-20 14:11:48.426401,JP,10.235.146.50,3360,2026-02-20 14:20:58.415778,AU,10.43.147.1,549.989377,country changed within 10m
user19,3375,2026-02-21 02:00:35.624100,JP,159.200.52.3,3376,2026-02-21 02:05:35.624100,AU,10.253.1.46,300.0,country changed within 10m
user19,3471,2026-02-24 17:35:24.361198,AU,10.27.20.58,3472,2026-02-24 17:39:58.841891,JP,10.171.11.158,274.480693,country changed within 10m
user20,3480,2026-02-18 12:18:08.884023,IN,91.138.175.176,3481,2026-02-18 12:21:08.884023,AU,10.131.186.93,180.0,country changed within 10m
user20,3497,2026-02-19 08:58:13.922450,AU,10.3.86.188,3498,2026-02-19 09:03:00.264764,DE,10.204.229.93,286.342314,country changed within 10m
user20,3535,2026-02-21 02:39:23.270338,SG,85.60.57.225,3536,2026-02-21 02:47:23.270338,AU,10.40.128.204,480.0,country changed within 10m
user20,3569,2026-02-22 13:09:30.923027,US,45.142.205.26,3570,2026-02-22 13:16:55.856011,AU,10.213.243.150,444.932984,country changed within 10m
user20,3609,2026-02-23 09:12:53.342814,JP,10.102.98.53,3610,2026-02-23 09:17:22.378820,AU,10.32.158.32,269.036006,country changed within 10m
user21,3660,2026-02-18 19:28:02.276618,JP,10.74.134.126,3661,2026-02-18 19:34:04.941529,AU,10.51.199.55,362.664911,country changed within 10m
user21,3661,2026-02-18 19:34:04.941529,AU,10.51.199.55,3662,2026-02-18 19:43:38.604646,IN,10.198.51.220,573.663117,country changed within 10m
user21,3694,2026-02-20 09:13:49.019206,JP,10.254.8.225,3695,2026-02-20 09:19:40.229779,AU,10.135.89.153,351.210573,country changed within 10m
user21,3819,2026-02-24 09:06:25.919848,SG,10.26.146.60,3820,2026-02-24 09:11:09.301310,NZ,10.204.119.109,283.381462,country changed within 10m
user21,3820,2026-02-24 09:11:09.301310,NZ,10.204.119.109,3821,2026-02-24 09:19:54.711078,AU,10.95.165.52,525.409768,country changed within 10m
user21,3827,2026-02-24 12:45:52.566192,SG,23.26.117.188,3828,2026-02-24 12:50:45.551550,AU,10.27.10.115,292.985358,country changed within 10m
user22,3871,2026-02-19 09:39:40.181910,SG,186.68.198.143,3872,2026-02-19 09:43:40.181910,AU,10.14.130.5,240.0,country changed within 10m
user22,3992,2026-02-24 16:29:25.512979,AU,10.71.216.92,3993,2026-02-24 16:30:28.936556,DE,10.133.32.245,63.423577,country changed within 10m
user23,4032,2026-02-19 07:57:04.025197,JP,143.162.86.161,4033,2026-02-19 08:03:04.025197,AU,10.70.109.58,360.0,country changed within 10m
user23,4040,2026-02-19 11:31:51.556328,AU,10.164.29.185,4041,2026-02-19 11:35:19.244431,DE,10.115.37.22,207.688103,country changed within 10m
user23,4106,2026-02-22 13:21:37.409965,NZ,101.165.6.248,4107,2026-02-22 13:23:37.948819,AU,10.47.221.215,120.538854,country changed within 10m
user23,4130,2026-02-23 16:34:12.290774,NZ,34.162.75.117,4131,2026-02-23 16:40:12.290774,AU,10.128.213.189,360.0,country changed within 10m
user23,4161,2026-02-25 09:31:02.605455,US,173.12.118.225,4162,2026-02-25 09:35:02.605455,AU,10.100.47.180,240.0,country changed within 10m
user24,4226,2026-02-21 08:58:38.188768,IN,10.32.160.20,4227,2026-02-21 09:04:51.559066,AU,10.185.171.85,373.370298,country changed within 10m
user24,4234,2026-02-21 12:42:06.743959,JP,10.40.123.137,4235,2026-02-21 12:51:13.484053,AU,10.4.159.235,546.740094,country changed within 10m
user24,4299,2026-02-24 13:45:22.597892,IN,159.39.36.128,4300,2026-02-24 13:48:22.597892,AU,10.227.217.128,180.0,country changed within 10m
user24,4325,2026-02-25 17:09:11.723682,GB,10.226.128.49,4326,2026-02-25 17:13:16.246268,AU,34.245.194.108,244.522586,country changed within 10m
user25,4416,2026-02-22 18:52:44.604704,AU,10.164.29.185,4417,2026-02-22 18:55:49.032544,NZ,10.189.171.67,184.42784,country changed within 10m
user26,4588,2026-02-21 14:20:04.578395,GB,10.204.229.93,4589,2026-02-21 14:20:11.800580,US,10.81.115.151,7.222185,country changed within 10m
user26,4613,2026-02-22 08:37:08.012176,GB,72.72.130.242,4614,2026-02-22 08:39:08.012176,US,10.174.129.117,120.0,country changed within 10m
user26,4683,2026-02-24 13:24:12.050546,US,143.151.102.183,4684,2026-02-24 13:27:45.025974,AU,173.235.54.142,212.975428,country changed within 10m
user26,4702,2026-02-25 16:04:04.806456,US,10.12.145.19,4703,2026-02-25 16:07:49.336271,JP,10.40.123.137,224.529815,country changed within 10m
user27,4715,2026-02-19 08:50:57.667923,GB,91.122.66.126,4716,2026-02-19 08:53:57.667923,AU,10.134.219.215,180.0,country changed within 10m
user27,4743,2026-02-20 10:19:22.988153,AU,10.227.217.128,4744,2026-02-20 10:29:18.169373,IN,10.107.47.122,595.18122,country changed within 10m
user27,4761,2026-02-21 09:41:42.993529,DE,159.55.20.237,4762,2026-02-21 09:46:42.993529,AU,10.34.112.58,300.0,country changed within 10m
user28,4894,2026-02-19 15:26:47.734318,AU,45.99.106.193,4895,2026-02-19 15:28:45.899753,DE,10.221.83.13,118.165435,country changed within 10m
user28,4904,2026-02-20 10:05:23.069354,AU,10.105.53.99,4905,2026-02-20 10:05:54.956879,US,186.186.45.90,31.887525,country changed within 10m
user28,4980,2026-02-24 10:01:38.374193,IN,10.201.52.161,4981,2026-02-24 10:04:47.035400,AU,10.214.202.67,188.661207,country changed within 10m
user28,5009,2026-02-25 06:39:36.281002,US,173.40.17.193,5010,2026-02-25 06:48:36.281002,AU,10.123.53.6,540.0,country changed within 10m
user29,5047,2026-02-19 22:26:59.946971,DE,45.180.88.197,5048,2026-02-19 22:29:59.946971,AU,10.34.130.6,180.0,country changed within 10m
user29,5082,2026-02-21 10:11:17.952834,AU,10.178.160.224,5083,2026-02-21 10:17:52.499877,US,45.157.182.209,394.547043,country changed within 10m
user29,5133,2026-02-23 18:47:40.820216,AU,10.52.197.127,5134,2026-02-23 18:56:01.879357,NZ,10.213.243.150,501.059141,country changed within 10m
user29,5134,2026-02-23 18:56:01.879357,NZ,10.213.243.150,5135,2026-02-23 18:58:02.985904,AU,10.103.80.24,121.106547,country changed within 10m
user30,5183,2026-02-19 08:28:26.179279,AU,10.189.144.24,5184,2026-02-19 08:29:05.579714,SG,10.161.150.66,39.400435,country changed within 10m
user30,5184,2026-02-19 08:29:05.579714,SG,10.161.150.66,5185,2026-02-19 08:38:28.057182,AU,10.189.171.67,562.477468,country changed within 10m
user30,5190,2026-02-19 11:32:14.729646,IN,85.74.245.23,5191,2026-02-19 11:39:14.729646,AU,10.131.186.93,420.0,country changed within 10m
user30,5209,2026-02-20 13:16:28.556625,GB,63.64.178.158,5210,2026-02-20 13:20:28.556625,AU,10.215.3.197,240.0,country changed within 10m
user30,5232,2026-02-21 11:00:17.563696,US,10.174.129.117,5233,2026-02-21 11:02:24.763742,AU,10.36.143.186,127.200046,country changed within 10m
user30,5239,2026-02-21 20:01:14.284527,AU,10.103.80.24,5240,2026-02-21 20:04:33.992974,GB,63.18.164.60,199.708447,country changed within 10m
user30,5240,2026-02-21 20:04:33.992974,GB,63.18.164.60,5241,2026-02-21 20:06:33.992974,AU,10.215.3.197,120.0,country changed within 10m
user30,5250,2026-02-22 12:01:10.918844,IN,143.151.102.183,5251,2026-02-22 12:06:10.832538,AU,10.217.250.188,299.913694,country changed within 10m
user31,5341,2026-02-19 13:17:51.977205,AU,159.24.136.75,5342,2026-02-19 13:27:23.300305,DE,10.128.163.99,571.3231,country changed within 10m
user31,5345,2026-02-19 14:55:25.428083,AU,173.122.227.182,5346,2026-02-19 14:59:11.060876,US,10.58.251.94,225.632793,country changed within 10m
user31,5375,2026-02-20 08:33:08.609432,AU,10.103.248.125,5376,2026-02-20 08:41:17.436508,IN,10.23.213.155,488.827076,country changed within 10m
user31,5387,2026-02-20 17:33:18.571020,GB,173.92.64.168,5388,2026-02-20 17:41:18.571020,AU,10.128.213.189,480.0,country changed within 10m
user31,5399,2026-02-21 09:26:31.447821,AU,10.226.128.49,5400,2026-02-21 09:27:16.631378,JP,23.185.114.113,45.183557,country changed within 10m
user31,5400,2026-02-21 09:27:16.631378,JP,23.185.114.113,5401,2026-02-21 09:28:13.472574,AU,10.53.228.225,56.841196,country changed within 10m
user31,5423,2026-02-22 12:51:12.860539,US,10.240.112.99,5424,2026-02-22 13:00:47.022948,AU,10.61.227.127,574.162409,country changed within 10m
user31,5457,2026-02-24 07:07:25.101099,DE,52.249.78.140,5458,2026-02-24 07:16:25.101099,AU,10.65.207.117,540.0,country changed within 10m
user31,5484,2026-02-25 10:47:23.544812,AU,10.185.171.85,5485,2026-02-25 10:54:44.346706,US,10.115.37.22,440.801894,country changed within 10m
user32,5487,2026-02-18 14:14:35.220305,AU,10.199.67.54,5488,2026-02-18 14:18:55.576923,DE,143.178.44.44,260.356618,country changed within 10m
user33,5667,2026-02-20 12:19:39.510039,JP,91.87.83.71,5668,2026-02-20 12:24:39.510039,AU,10.95.165.52,300.0,country changed within 10m
user33,5674,2026-02-20 17:14:13.907210,AU,10.184.160.137,5675,2026-02-20 17:14:30.502222,SG,10.41.151.196,16.595012,country changed within 10m
user33,5695,2026-02-21 12:54:59.192418,IN,91.204.239.209,5696,2026-02-21 12:59:59.192418,AU,10.41.151.196,300.0,country changed within 10m
user33,5750,2026-02-23 17:34:59.982201,SG,143.220.43.10,5751,2026-02-23 17:36:59.982201,AU,10.130.196.15,120.0,country changed within 10m
user34,5824,2026-02-19 12:22:55.581320,DE,10.171.111.190,5825,2026-02-19 12:29:52.875573,NZ,10.189.144.24,417.294253,country changed within 10m
user34,5825,2026-02-19 12:29:52.875573,NZ,10.189.144.24,5826,2026-02-19 12:30:53.844000,DE,10.51.199.55,60.968427,country changed within 10m
user34,5922,2026-02-23 11:35:59.560081,JP,45.119.81.136,5923,2026-02-23 11:43:59.560081,DE,10.189.186.129,480.0,country changed within 10m
user34,5947,2026-02-25 10:48:10.341218,AU,10.23.213.155,5948,2026-02-25 10:55:13.685829,DE,63.54.33.100,423.344611,country changed within 10m
user35,6114,2026-02-25 10:53:17.226582,NZ,52.222.126.93,6115,2026-02-25 10:57:17.226582,IN,10.120.157.69,240.0,country changed within 10m
user36,6133,2026-02-19 10:21:26.502690,US,10.70.109.58,6134,2026-02-19 10:29:29.809597,GB,10.254.8.225,483.306907,country changed within 10m
user36,6141,2026-02-19 17:37:23.601039,US,10.4.159.235,6142,2026-02-19 17:47:03.949915,GB,10.214.202.67,580.348876,country changed within 10m
user36,6173,2026-02-21 10:20:27.887563,US,10.171.11.158,6174,2026-02-21 10:27:58.125268,GB,10.7.38.46,450.237705,country changed within 10m
user36,6258,2026-02-23 11:49:11.632997,US,10.187.143.17,6259,2026-02-23 11:49:14.458633,IN,10.39.254.114,2.825636,country changed within 10m
user36,6276,2026-02-24 14:03:16.118492,SG,10.150.226.124,6277,2026-02-24 14:04:04.541640,US,186.78.192.17,48.423148,country changed within 10m
user36,6289,2026-02-25 08:23:12.506655,US,91.148.201.183,6290,2026-02-25 08:28:13.497882,GB,10.235.146.50,300.991227,country changed within 10m
user37,6359,2026-02-21 09:07:13.712945,SG,10.216.254.130,6360,2026-02-21 09:12:01.570407,AU,10.91.32.232,287.857462,country changed within 10m
user37,6369,2026-02-21 15:05:41.187669,AU,10.218.59.58,6370,2026-02-21 15:15:33.042959,NZ,10.136.47.236,591.85529,country changed within 10m
user37,6448,2026-02-24 17:36:56.745898,DE,85.236.117.181,6449,2026-02-24 17:40:56.745898,AU,10.95.146.244,240.0,country changed within 10m
user37,6461,2026-02-25 10:01:44.474587,DE,122.187.67.237,6462,2026-02-25 10:06:44.474587,AU,10.233.38.238,300.0,country changed within 10m
user38,6524,2026-02-20 18:25:14.583504,AU,10.94.197.25,6525,2026-02-20 18:25:22.609691,JP,10.102.181.76,8.026187,country changed within 10m
user38,6566,2026-02-22 15:17:51.047543,GB,173.3.50.218,6567,2026-02-22 15:20:51.047543,AU,10.110.97.194,180.0,country changed within 10m
user38,6624,2026-02-25 07:19:52.541315,US,10.135.198.57,6625,2026-02-25 07:25:25.438357,DE,201.168.6.95,332.897042,country changed within 10m
user39,6635,2026-02-18 11:05:38.728722,IN,23.142.168.227,6636,2026-02-18 11:10:38.728722,NZ,10.171.111.190,300.0,country changed within 10m
user39,6653,2026-02-19 09:34:58.120351,NZ,10.27.141.129,6654,2026-02-19 09:42:40.319623,IN,10.190.224.191,462.199272,country changed within 10m
user39,6691,2026-02-20 19:37:44.379748,GB,122.234.190.224,6692,2026-02-20 19:43:44.379748,NZ,10.65.207.117,360.0,country changed within 10m
user39,6732,2026-02-22 09:04:05.868198,SG,173.203.185.57,6733,2026-02-22 09:13:05.868198,NZ,10.4.159.235,540.0,country changed within 10m
user39,6770,2026-02-24 08:12:41.663187,AU,173.17.234.193,6771,2026-02-24 08:15:25.819045,NZ,10.91.32.232,164.155858,country changed within 10m
user40,6906,2026-02-23 12:48:21.800166,AU,10.133.129.181,6907,2026-02-23 12:53:58.876563,NZ,10.252.163.168,337.076397,country changed within 10m
user40,6930,2026-02-24 14:03:51.550972,GB,143.191.169.200,6931,2026-02-24 14:06:51.550972,AU,10.228.253.114,180.0,country changed within 10m
