timestamp_utc,user,src_ip,country,device,auth_type,success,is_injected_anomaly,anomaly_type,hour,dayofweek,is_internal_ip,home_country,is_home_country,ts_unix,recent_events_30m,recent_failures_30m,device_bucket,auth_bucket,country_bucket,anomaly_score,risk_score,is_flagged_anomaly,is_impossible_travel,reasons
2026-02-24 03:10:02.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902602,16.0,16.0,1,5,15,-0.20147963125448043,0.20147963125448043,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:32:51.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731171,42.0,42.0,13,5,3,-0.20136281286602442,0.20136281286602442,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 03:32:32.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731152,41.0,41.0,13,5,3,-0.20136281286602442,0.20136281286602442,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 03:32:09.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731129,40.0,40.0,13,5,3,-0.20003537968835927,0.20003537968835927,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-24 03:10:02.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902602,15.0,15.0,1,5,15,-0.1999625173205647,0.1999625173205647,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:31:38.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731098,39.0,39.0,13,5,3,-0.19889957963893978,0.19889957963893978,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 03:30:36.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731036,37.0,37.0,13,5,3,-0.19651020773932337,0.19651020773932337,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 03:31:02.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731062,38.0,38.0,13,5,3,-0.19651020773932337,0.19651020773932337,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 04:07:02.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646822,17.0,17.0,8,5,2,-0.19441208982157487,0.19441208982157487,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-24 03:09:57.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902597,14.0,14.0,1,5,15,-0.19392952803705776,0.19392952803705776,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:30:32.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731032,36.0,36.0,13,5,3,-0.19240333255318032,0.19240333255318032,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 04:06:52.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646812,16.0,16.0,8,5,2,-0.19240288300452646,0.19240288300452646,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-24 03:09:51.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902591,13.0,13.0,1,5,15,-0.1908762957020793,0.1908762957020793,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-21 18:57:16.390543+00:00,user13,10.236.253.158,JP,Linux,Password,0,0,,18,5,1,GB,0,1771700236,3.0,1.0,1,5,15,-0.1898347158210143,0.1898347158210143,1,1,Country mismatch vs home
2026-02-21 04:06:21.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646781,15.0,15.0,8,5,2,-0.18968944568697743,0.18968944568697743,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-24 03:09:50.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902590,12.0,12.0,1,5,15,-0.18919556860604292,0.18919556860604292,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:30:09.472874+00:00,user02,101.110.149.51,IN,Android,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731009,35.0,35.0,9,5,3,-0.1876800325017295,0.1876800325017295,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-24 03:09:48.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902588,11.0,11.0,1,5,15,-0.1873796029471857,0.1873796029471857,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:30:01.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771731001,34.0,34.0,13,5,3,-0.18698594303432026,0.18698594303432026,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 03:29:59.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730999,33.0,33.0,13,5,3,-0.1858713155587829,0.1858713155587829,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 04:06:05.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646765,14.0,14.0,8,5,2,-0.1847411970855074,0.1847411970855074,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-24 03:09:42.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902582,10.0,10.0,1,5,15,-0.18195234326223542,0.18195234326223542,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:29:50.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730990,32.0,32.0,13,5,3,-0.1815823454138663,0.1815823454138663,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 04:05:12.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646712,13.0,13.0,8,5,2,-0.18099249721653365,0.18099249721653365,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-21 04:04:42.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646682,12.0,12.0,8,5,2,-0.1787349280753301,0.1787349280753301,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:29:38.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730978,31.0,31.0,13,5,3,-0.17848097126886364,0.17848097126886364,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 03:29:37.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730977,30.0,30.0,13,5,3,-0.1782973757375501,0.1782973757375501,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-24 03:09:36.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902576,9.0,9.0,1,5,15,-0.17723582761587842,0.17723582761587842,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-24 03:09:16.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902556,8.0,8.0,1,5,15,-0.17714413433375087,0.17714413433375087,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 02:03:04.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725784,15.0,15.0,12,5,11,-0.1762208265676064,0.1762208265676064,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-21 04:04:35.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646675,11.0,11.0,8,5,2,-0.1758131360157288,0.1758131360157288,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 16:56:29.773123+00:00,user20,173.177.100.154,NZ,Linux,MFA,1,0,,16,6,0,AU,0,1771779389,0.0,0.0,1,0,2,-0.17519075568635,0.17519075568635,1,0,Public IP source; Country mismatch vs home
2026-02-22 03:29:18.472874+00:00,user02,101.110.149.51,IN,Android,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730958,29.0,29.0,9,5,3,-0.17476942170769005,0.17476942170769005,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-24 03:09:09.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902549,7.0,7.0,1,5,15,-0.17440063744198564,0.17440063744198564,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 03:28:57.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730937,28.0,28.0,13,5,3,-0.1742708194558339,0.1742708194558339,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 04:04:33.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646673,10.0,10.0,8,5,2,-0.17310224408156705,0.17310224408156705,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-24 03:08:12.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902492,0.0,0.0,1,5,15,-0.17277775056389955,0.17277775056389955,1,0,off-hours login time; Public IP source; Country mismatch vs home
2026-02-24 03:09:08.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902548,6.0,6.0,1,5,15,-0.17142935708941087,0.17142935708941087,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 02:02:53.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725773,14.0,14.0,12,5,11,-0.17074588479914965,0.17074588479914965,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:28:53.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730933,26.0,26.0,13,5,3,-0.16986786956565414,0.16986786956565414,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 04:04:20.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646660,9.0,9.0,8,5,2,-0.16960812485066967,0.16960812485066967,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 03:28:54.472874+00:00,user02,101.110.149.51,IN,Android,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730934,27.0,27.0,9,5,3,-0.1694942882913466,0.1694942882913466,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-24 03:08:57.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902537,5.0,5.0,1,5,15,-0.16907645197318188,0.16907645197318188,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-21 04:03:54.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646634,8.0,8.0,8,5,2,-0.16888364075226625,0.16888364075226625,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-24 03:08:54.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902534,4.0,4.0,1,5,15,-0.16732728919303153,0.16732728919303153,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-21 02:41:27.081541+00:00,user08,72.181.172.229,GB,Linux,Password,0,1,offhours_burst_member,2,5,0,GB,1,1771641687,21.0,21.0,1,5,4,-0.16710594976662774,0.16710594976662774,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 02:02:52.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725772,13.0,13.0,12,5,11,-0.16598649460426318,0.16598649460426318,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-24 03:08:12.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst,3,1,0,AU,0,1771902492,1.0,1.0,1,5,15,-0.1658633013779942,0.1658633013779942,1,0,off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 03:28:50.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730930,25.0,25.0,13,5,3,-0.16560922078392792,0.16560922078392792,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-24 03:08:46.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902526,3.0,3.0,1,5,15,-0.16535621896457187,0.16535621896457187,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-21 04:03:36.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646616,7.0,7.0,8,5,2,-0.1653181757300496,0.1653181757300496,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-24 03:08:28.525618+00:00,user33,101.169.41.57,JP,Linux,Password,0,1,offhours_burst_member,3,1,0,AU,0,1771902508,2.0,2.0,1,5,15,-0.16526395796597315,0.16526395796597315,1,0,off-hours login time; Public IP source; Country mismatch vs home
2026-02-19 12:29:52.875573+00:00,user34,10.189.144.24,NZ,Linux,Password,0,0,,12,3,1,DE,0,1771504192,1.0,0.0,1,5,2,-0.16432338581827466,0.16432338581827466,1,1,Country mismatch vs home
2026-02-21 02:40:08.081541+00:00,user08,72.181.172.229,GB,Linux,Password,0,1,offhours_burst_member,2,5,0,GB,1,1771641608,20.0,20.0,1,5,4,-0.1642340550855922,0.1642340550855922,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 02:02:38.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725758,12.0,12.0,12,5,11,-0.1640489222766599,0.1640489222766599,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 03:28:50.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730930,24.0,24.0,13,5,3,-0.16359341520769466,0.16359341520769466,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 04:03:31.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646611,6.0,6.0,8,5,2,-0.1618910365519921,0.1618910365519921,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-21 04:03:21.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646601,5.0,5.0,8,5,2,-0.1611178494105081,0.1611178494105081,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 02:01:33.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725693,11.0,11.0,12,5,11,-0.16020625583368997,0.16020625583368997,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-22 02:01:12.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725672,10.0,10.0,12,5,11,-0.15931348696946945,0.15931348696946945,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home; High event volume (30m)
2026-02-21 04:03:04.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646584,4.0,4.0,8,5,2,-0.15736006147265957,0.15736006147265957,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 03:28:39.472874+00:00,user02,101.110.149.51,IN,Android,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730919,23.0,23.0,9,5,3,-0.15735319392121372,0.15735319392121372,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-19 05:20:17.726536+00:00,user18,10.142.216.147,AU,Mac,SSO,1,0,,5,3,1,AU,1,1771478417,26.0,25.0,13,2,13,-0.15698754834397988,0.15698754834397988,1,0,off-hours login time; High event volume (30m)
2026-02-23 04:06:08.192600+00:00,user13,85.99.188.96,GB,iOS,Password,0,1,offhours_burst_member,4,0,0,GB,1,1771819568,23.0,23.0,8,5,4,-0.15603915597892126,0.15603915597892126,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 02:39:27.081541+00:00,user08,72.181.172.229,GB,Linux,Password,0,1,offhours_burst_member,2,5,0,GB,1,1771641567,19.0,19.0,1,5,4,-0.1554754154366993,0.1554754154366993,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 02:01:08.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725668,9.0,9.0,12,5,11,-0.15423915605846705,0.15423915605846705,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-21 04:03:00.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646580,3.0,3.0,8,5,2,-0.15404663634702354,0.15404663634702354,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-23 04:05:22.192600+00:00,user13,85.99.188.96,GB,iOS,Password,0,1,offhours_burst_member,4,0,0,GB,1,1771819522,22.0,22.0,8,5,4,-0.1528510842753752,0.1528510842753752,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 03:28:31.472874+00:00,user02,101.110.149.51,IN,Android,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730911,22.0,22.0,9,5,3,-0.15272331650593418,0.15272331650593418,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-25 02:09:37.793245+00:00,user16,45.33.115.184,AU,Linux,Password,0,1,offhours_burst_member,2,2,0,AU,1,1771985377,20.0,20.0,1,5,13,-0.15268362804362012,0.15268362804362012,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 04:02:53.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646573,2.0,2.0,8,5,2,-0.15257256297564215,0.15257256297564215,1,0,off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 02:01:08.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725668,8.0,8.0,12,5,11,-0.15200696183171714,0.15200696183171714,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 02:10:40.037397+00:00,user06,122.123.77.229,AU,Windows,Password,0,1,offhours_burst_member,2,6,0,AU,1,1771726240,25.0,23.0,12,5,13,-0.1513777060863375,0.1513777060863375,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 02:39:27.081541+00:00,user08,72.181.172.229,GB,Linux,Password,0,1,offhours_burst_member,2,5,0,GB,1,1771641567,18.0,18.0,1,5,4,-0.15016920991691451,0.15016920991691451,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 02:38:35.091084+00:00,user36,159.6.85.58,US,Linux,Password,0,1,offhours_burst_member,2,6,0,US,1,1771727915,16.0,16.0,1,5,5,-0.1500676810034539,0.1500676810034539,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-25 12:09:56.802845+00:00,user09,34.18.52.233,JP,Linux,MFA,1,0,,12,2,0,AU,0,1772021396,0.0,0.0,1,0,15,-0.14947152652171514,0.14947152652171514,1,0,Public IP source; Country mismatch vs home
2026-02-22 02:01:06.352948+00:00,user26,101.108.110.47,DE,Windows,Password,0,1,offhours_burst_member,2,6,0,US,0,1771725666,7.0,7.0,12,5,11,-0.14946361590238366,0.14946361590238366,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; Country mismatch vs home
2026-02-22 03:28:26.466558+00:00,user02,91.161.178.111,IN,Mac,Password,0,1,offhours_burst_member,3,6,0,IN,1,1771730906,21.0,21.0,13,5,3,-0.14849281733430875,0.14849281733430875,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 23:51:59.880186+00:00,user15,72.92.197.134,DE,iOS,SSO,1,0,,23,6,0,AU,0,1771804319,0.0,0.0,8,2,11,-0.14841125734022464,0.14841125734022464,1,0,off-hours login time; Public IP source; Country mismatch vs home
2026-02-21 04:02:36.974558+00:00,user21,101.234.111.105,NZ,iOS,Password,0,1,offhours_burst_member,4,5,0,AU,0,1771646556,1.0,1.0,8,5,2,-0.14806551342183427,0.14806551342183427,1,0,off-hours login time; Public IP source; Country mismatch vs home
2026-02-23 02:26:42.413904+00:00,user03,173.40.212.232,US,Windows,Password,0,1,offhours_burst_member,2,0,0,US,1,1771813602,24.0,24.0,12,5,5,-0.1473745217925464,0.1473745217925464,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-25 02:08:25.793245+00:00,user16,45.33.115.184,AU,Linux,Password,0,1,offhours_burst_member,2,2,0,AU,1,1771985305,19.0,19.0,1,5,13,-0.14667418662654996,0.14667418662654996,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-22 02:10:25.037397+00:00,user06,122.123.77.229,AU,Windows,Password,0,1,offhours_burst_member,2,6,0,AU,1,1771726225,24.0,22.0,12,5,13,-0.1463518166707397,0.1463518166707397,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
2026-02-21 02:38:51.081541+00:00,user08,72.181.172.229,GB,Linux,Password,0,1,offhours_burst_member,2,5,0,GB,1,1771641531,17.0,17.0,1,5,4,-0.14557361298813654,0.14557361298813654,1,0,Multiple recent failures (30m); off-hours login time; Public IP source; High event volume (30m)
